sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
ROAD TRANSPORT AND HIGHWAYS,WITH PAVED SHOULDER OF SECTION,672.89,893.92,893.92,,2017,2020.0,69.0,1.0,3.0,32.8479,1,0.328479,
ROAD TRANSPORT AND HIGHWAYS,OF AUNTA-SIMARIA,950.64,1161.0,1168.33,1156.29,2017,2022.0,40.0,1.0,5.0,22.1283,1,0.221283,99.53
ROAD TRANSPORT AND HIGHWAYS,OF NEW LINK,2598.0,,1978.01,1410.14,2017,2024.0,26.0,1.0,7.0,0.0,0,0.0,77.46
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF OF MAHESHKHUNT - SECTION PKG - I,573.7,644.5,726.99,492.33,2018,2021.0,48.0,1.0,3.0,12.3409,1,0.123409,82.27
ROAD TRANSPORT AND HIGHWAYS,OF NEWLY DECLARED NH- TO CHAROUT 2 LANE WITH PAVED,496.2,470.18,470.18,399.41,2018,2021.0,45.0,1.0,3.0,0.0,0,0.0,98.25
ROAD TRANSPORT AND HIGHWAYS,OF A NEW 4 LANE MAJOR RIVER KOSI AT PHULAUT AND,1478.4,,1478.4,941.27,2018,2024.0,23.0,1.0,6.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,OF A NEW 4 LANE BRIDGE EXISTING MG SETU WITH ITS FROM KM 0.00,2926.42,,2926.42,1300.42,2019,2024.0,24.0,1.0,5.0,0.0,0,0.0,56.0
ROAD TRANSPORT AND HIGHWAYS,OF 4- LANING OF PATNA- IN THE STAT,649.9,,750.0,711.53,2013,2020.0,48.0,1.0,7.0,15.4024,1,0.154024,98.3
ROAD TRANSPORT AND HIGHWAYS,OF 4- LANING OF PATNA-,446.97,598.48,,,2013,2020.0,,,,33.8971,1,0.338971,
ROAD TRANSPORT AND HIGHWAYS,OF 4- L ANING OF PATNA- IN THE STA,464.09,605.53,765.12,698.25,2013,2020.0,49.0,1.0,7.0,30.4768,1,0.304768,97.3
ROAD TRANSPORT AND HIGHWAYS,OF 2 LANE BRIDGE KOSI WITH APPROACH BHEJA TO BAKAUR SECTION,1101.99,,1101.99,874.95,2019,2023.0,32.0,1.0,4.0,0.0,0,0.0,77.4
ROAD TRANSPORT AND HIGHWAYS,ALIGNMENT FROM TO TAL DASHRAHA OF NH-,1358.0,,1358.0,188.08,2023,2025.0,10.0,1.0,2.0,0.0,0,0.0,19.06
ROAD TRANSPORT AND HIGHWAYS,OF MUNGER TO TO MIRZACHAUKI,1198.02,,1198.02,14.85,2022,2024.0,16.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ELEVATED AT- GRADE IMPROVEMENTS TOWN SECTION OF NH-3,312.58,,312.58,196.82,2022,2024.0,12.0,1.0,2.0,0.0,0,0.0,82.06
ROAD TRANSPORT AND HIGHWAYS,OF AURANGABAD TO BORDER SECTION OF FROM KM. 209.827 TO,552.55,553.0,553.0,378.25,2021,2024.0,9.0,1.0,3.0,0.0814,1,0.000814,86.6
ROAD TRANSPORT AND HIGHWAYS,OF MUNGER TO BHAGALPUR BYPASS,1769.5,,1769.5,51.61,2022,2024.0,17.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ELEVATED AT-GRADE IMPROVEMENTS TOWN FROM DESIGN CH:,184.9,185.0,185.0,,2021,2024.0,9.0,1.0,3.0,0.0541,1,0.000541,
ROAD TRANSPORT AND HIGHWAYS,TO BIHAR- KM. 180.000 TO KM.,786.81,787.0,787.0,0.0,2022,2025.0,0.0,0.0,3.0,0.0241,1,0.000241,8.3
ROAD TRANSPORT AND HIGHWAYS,OF MUNGER TO JUNCTION TO START OF,1020.84,,1020.84,118.96,2021,2024.0,18.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF MUNGER TO KHARIA VILLAGE JUNCTION,1485.66,,1485.66,35.16,2022,2024.0,21.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,RAJAULI PKG-II FROM KM 101.630 NH20,897.45,,1090.0,1037.63,2020,2023.0,20.0,1.0,3.0,21.4552,1,0.214552,97.85
ROAD TRANSPORT AND HIGHWAYS,OF PARARIA TO MOHANIA CHAINAGE) TO,690.0,,690.0,770.73,2020,2023.0,22.0,1.0,3.0,0.0,0,0.0,98.8
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANING WITH OF RAXAUL SECTION,333.6,466.59,461.41,460.38,2018,2020.0,39.0,1.0,2.0,39.8651,1,0.398651,100.0
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE WITH PAVED OF NH 122B FROM KM 29.730,624.43,,,280.98,2022,2024.0,,,,0.0,0,0.0,82.0
ROAD TRANSPORT AND HIGHWAYS,STRENTHENING FROM KM 121.025 OF NH-80,477.54,,477.54,334.36,2021,2025.0,5.0,1.0,4.0,0.0,0,0.0,90.0
ROAD TRANSPORT AND HIGHWAYS,STRENTHENING FROM KM 190.15 NH-80,566.15,,566.15,,2021,2024.0,18.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NEW 4-LANE BRIDGE EXISTING VIKRAMASHILA KM 8+920 TO KM 13+375,1110.23,,1110.23,425.49,2020,2027.0,0.0,0.0,7.0,0.0,0,0.0,40.0
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE WITH PAVED OF NH-319A FROM KM 0 TO,427.29,,,197.04,2022,2024.0,,,,0.0,0,0.0,78.0
ROAD TRANSPORT AND HIGHWAYS,OF PROPOSED 4_LANE EPC MODE CONNECTING,295.24,,295.24,77.05,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,53.0
ROAD TRANSPORT AND HIGHWAYS,OF 6- LANE BRIDGE AND ACROSS RIVER GANGA,3012.27,,3012.27,263.36,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,9.12
ROAD TRANSPORT AND HIGHWAYS,- WB-10,210.05,,210.05,104.35,2021,2024.0,26.0,1.0,3.0,0.0,0,0.0,69.0
ROAD TRANSPORT AND HIGHWAYS,RECTIFICATION OF 3 NOS. OF IN PROJECT HIGHWAY NH-27 - DEWAPUR -,381.8,,381.8,115.37,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,48.0
ROAD TRANSPORT AND HIGHWAYS,ALIGNMENT OF AMAS TO FROM 0.000 KM. TO 55.002,1390.92,,1390.92,17.54,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,22.56
ROAD TRANSPORT AND HIGHWAYS,ALIGNMENT OF TO RAMNAGAR FROM KM.,1494.31,,1494.31,,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 2 LANE WITH PAVED STRETCH FROM DAWATH MELAYABAGH,178.63,,178.63,116.16,2021,2025.0,3.0,1.0,4.0,0.0,0,0.0,91.0
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ROB AND ITS AT THE LEVEL OF CROSSING,201.08,,201.08,25.42,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,25.0
ROAD TRANSPORT AND HIGHWAYS,OF 6-LANE ELEVATED / CABLE BRIDGE ON RIVER TO AND WESTERN SID,3064.45,,3064.45,78.87,2024,2027.0,0.0,0.0,3.0,0.0,0,0.0,2.0
ROAD TRANSPORT AND HIGHWAYS,IMPROVEMENT TO TWO SHOULDER FROM,495.16,,495.16,129.17,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,10.0
ROAD TRANSPORT AND HIGHWAYS,OF BHABHUA BYPASS CH. 10+800) TO CH. 18+150),179.86,,179.86,25.07,2022,2026.0,4.0,1.0,4.0,0.0,0,0.0,0.03
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE WITH PAVED JUNCTION OF NH-22 TO JUNCTION OF NH-12,226.15,,226.15,9.77,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,13.0
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE WITH PAVED OF BH/WBBORDER-AMDABAD- FROM DESIGN KM,353.27,,353.27,25.33,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,RECTIFICATION OF 4 NOS. OF ON NH 27 OF KOTWA MEHSI SECTION FROM,410.75,,410.75,,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,ALIGNMENT FROM KM. 89.210 OF BALBHADARPUR SECTION OF NH,2185.75,,2185.75,513.47,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,11.48
URBAN DEVELOPMENT,RAIL CORPORATION RAI ),13365.77,,13925.5,3158.18,2019,2024.0,3.0,1.0,5.0,4.1878,1,0.041878,44.0
WATER RESOURCES,STP WORKS FOR BHAGALPUR,254.13,413.29,413.29,126.67,2017,2020.0,55.0,1.0,3.0,62.6294,1,0.626294,90.0
WATER RESOURCES,SPS AND STP,305.19,,305.19,346.46,2018,2021.0,46.0,1.0,3.0,0.0,0,0.0,95.0
WATER RESOURCES,"SPS AND STP,",294.02,350.79,522.85,428.7,2018,2021.0,32.0,1.0,3.0,19.3082,1,0.193082,100.0
WATER RESOURCES,NETWORK PATNA,268.63,,493.85,491.13,2015,2021.0,17.0,1.0,6.0,83.8402,1,0.838402,100.0
WATER RESOURCES,WITH SEWER KARMALICHAK,277.42,253.98,277.42,355.31,2017,2021.0,21.0,1.0,4.0,0.0,0,0.0,100.0
WATER RESOURCES,AND STP FOR ZONE PATNA,578.89,453.83,578.89,164.87,2017,2022.0,42.0,1.0,5.0,0.0,0,0.0,52.0
WATER RESOURCES,AND STP FOR DIGHA,824.0,734.09,824.0,384.17,2017,2022.0,42.0,1.0,5.0,0.0,0,0.0,55.0
COAL,-III,610.63,,610.63,,2013,2022.0,39.0,1.0,9.0,0.0,0,0.0,
COAL,PROJECT RCE,316.1,,316.1,188.33,2015,2020.0,72.0,1.0,5.0,0.0,0,0.0,71.0
COAL,PROJECT,410.26,,410.26,180.18,2018,2026.0,0.0,0.0,8.0,0.0,0,0.0,38.0
COAL,40 MTY,5241.4,,5241.4,2820.23,2020,2029.0,0.0,0.0,9.0,0.0,0,0.0,37.3
COAL,OC RCE,459.49,,459.49,263.51,2016,2020.0,72.0,1.0,4.0,0.0,0,0.0,92.0
COAL,UG PROJECT,329.22,,329.22,60.38,2023,2029.0,0.0,0.0,6.0,0.0,0,0.0,2.0
DEPARTMENT OF HIGHER EDUCATION,"CAMPUS OF IIT BHILAI AT DURG CHHATTISGARH, I. )",808.62,879.22,808.62,640.7,2020,2022.0,20.0,1.0,2.0,8.7309,1,0.087309,100.0
POWER,"THERMAL POWER PROJECT, MW)",15530.0,,15530.0,1636.45,2023,2028.0,0.0,0.0,5.0,0.0,0,0.0,6.5
RAILWAYS,4TH LINE,2140.34,2135.34,2135.34,,2015,2024.0,14.0,1.0,9.0,0.0,0,0.0,
RAILWAYS,WITH SPUR I,3055.0,,3438.39,3117.24,2013,2018.0,90.0,1.0,5.0,12.5496,1,0.125496,92.8
RAILWAYS,OF RAIPUR,1171.3,,1171.3,617.69,2011,2024.0,8.0,1.0,13.0,0.0,0,0.0,82.0
RAILWAYS,NAGAR,169.06,,177.34,1.72,2022,2026.0,0.0,0.0,4.0,4.8977,1,0.048977,2.0
RAILWAYS,LINE - SARAGBUNDIA AND,167.64,,167.64,0.0,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
RAILWAYS,BORIDAND - AMBIKAPUR,1376.2,1242.94,1242.94,193.79,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,12.0
RAILWAYS,- ROWGHAT,1627.56,,1627.56,1349.09,2008,2025.0,0.0,0.0,17.0,0.0,0,0.0,
RAILWAYS,HALT,241.0,,241.0,0.0,2018,2030.0,0.0,0.0,12.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF TO BEDMA SECTION KM. 130,497.14,572.66,572.66,,2016,2016.0,106.0,1.0,0.0,15.1909,1,0.151909,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 373.505 TO 469.300 PATHALGAON SECTION,624.98,,731.5,620.67,2016,2016.0,101.0,1.0,0.0,17.0437,1,0.170437,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 469.000 TO 531.000 TO KUNKURI,452.94,,435.61,322.59,2016,2016.0,113.0,1.0,0.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,OF 4 NOS GRADE BETWEEN KM. 281.000 TO KM KUMHARI KM. 299.,349.03,,349.03,316.52,2018,2019.0,76.0,1.0,1.0,0.0,0,0.0,98.0
ROAD TRANSPORT AND HIGHWAYS,AND WIDENING OF MUNGELI SECTION NH-130A,188.8,,188.8,136.81,2017,2019.0,72.0,1.0,2.0,0.0,0,0.0,97.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE SARGI- OF NH 130 CD FROM 99+500 UNDER RAIPUR,1470.73,,1470.73,646.79,2021,2025.0,11.0,1.0,4.0,0.0,0,0.0,79.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE JHANKI SARGI FROM KM.0+000 TO 42+800 VISAKHAPATTNA,1368.19,,1368.19,896.51,2021,2024.0,19.0,1.0,3.0,0.0,0,0.0,96.4
ROAD TRANSPORT AND HIGHWAYS,TO URGA PROJECT 70.2) OF NH-130A,1855.59,2523.86,2523.86,594.46,2020,2024.0,21.0,1.0,4.0,36.0139,1,0.360139,93.03
ROAD TRANSPORT AND HIGHWAYS,OF NH 930 SHERPAR TO KM 67.880 TO KM 114.860 TO PAVED SHOULDER,278.97,,278.97,206.61,2020,2024.0,13.0,1.0,4.0,0.0,0,0.0,87.0
ROAD TRANSPORT AND HIGHWAYS,OF NH 130C ABHANPUR TO NK KM 0.000 TO KM. 40.380 WITH PAVED SHOU,193.16,,193.16,,2020,2023.0,21.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NH 130A MUNGELI TO NH KM. 51.600 TO KM. 77.870 96.970 TO 2,218.57,,218.57,136.26,2021,2024.0,8.0,1.0,3.0,0.0,0,0.0,89.0
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE BASANWAHI- OF NH 130 CD FROM 124+661 UNDER RAIPUR VIS,1307.16,,1307.16,252.68,2022,2025.0,11.0,1.0,3.0,0.0,0,0.0,33.05
ROAD TRANSPORT AND HIGHWAYS,OF 6 LANE DURG RAIPUR PKG 1 SECTION OF NH 53 TO CH 44.50,1828.0,,1828.0,543.14,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,44.72
ROAD TRANSPORT AND HIGHWAYS,OF 6 LANE DURG RAIPUR PKG 2 SECTION OF NH 53 TO CH.92+230 I,1958.94,1959.0,1958.94,690.46,2022,2025.0,0.0,0.0,3.0,0.0031,1,3.1e-05,40.01
STEEL,PIPE LINE PROJECT -,2907.0,5427.06,5427.06,2926.87,2015,2023.0,30.0,1.0,8.0,86.6894,1,0.866894,79.2
STEEL,PLANT-III AT KIRANDUL,2092.97,2718.84,2718.84,1491.2,2021,2024.0,17.0,1.0,3.0,29.9034,1,0.299034,70.81
STEEL,OF RESIDENTIAL TOWERS COMPLEX,282.44,349.75,349.75,232.34,2021,2024.0,13.0,1.0,3.0,23.8316,1,0.238316,80.66
STEEL,"OF CONVERTER VESSELS, SUPPORT SYSTEM AND OF SECONDARY EMISS",471.83,,471.83,92.37,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,24.87
STEEL,OF COKE OVEN BATTERY NO.7 STEEL PLANT,884.1,,884.1,,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,
STEEL,OF HOT LEVELLER-1 OF BHILAI STEEL PLANT,198.62,,198.62,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,5.74
URBAN DEVELOPMENT,QUARTERS,299.97,299.97,299.97,272.05,2019,2020.0,49.0,1.0,1.0,0.0,0,0.0,92.0
CIVIL AVIATION,"OF COMBINED OFFICES FOR DGCA, BCAS, AAI AT SAFDARJUNG",303.8,374.98,351.21,344.65,2016,2020.0,48.0,1.0,4.0,23.4299,1,0.234299,100.0
DPIIT,CONVENTION AND ),4773.0,,5401.0,4969.89,2017,2019.0,64.0,1.0,2.0,13.1573,1,0.131573,100.0
FINANCE,"COMPLEX BUILDING FOR OF INDIRECT TAXES AND SECTOR-9, DWARKA",228.5,,220.27,176.28,2018,2022.0,0.0,0.0,4.0,0.0,0,0.0,85.0
HOME AFFAIRS,OF CENTRAL ARMED INSTITUTE OF MEDICAL AT NEW DELHI MHA ),1219.21,2091.53,2091.53,1947.12,2013,2019.0,59.0,1.0,6.0,71.548,1,0.71548,100.0
HOME AFFAIRS,OF HEADQUARTER CRPF AT LODHI ROAD NEW MHA ),277.35,,277.35,107.0,2019,2022.0,38.0,1.0,3.0,0.0,0,0.0,64.0
RAILWAYS,BRIDGE 3RD AND 4TH,586.36,,699.0,174.22,2012,2023.0,39.0,1.0,11.0,19.21,1,0.1921,45.0
ROAD TRANSPORT AND HIGHWAYS,CONTROLLED OF DELHI HIGHWAY FROM NH 9 JUNCTION TO DELHI,1479.22,,1479.22,,2020,2024.0,0.0,0.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,HIGHWAY FROM BAGH JN. WITH JAITPUR OF NH 148NA FROM,1467.44,,1942.89,1189.56,2020,2024.0,14.0,1.0,4.0,32.4,1,0.324,90.39
ROAD TRANSPORT AND HIGHWAYS,OF 6L UER-II,2171.8,,2171.8,958.13,2020,2023.0,20.0,1.0,3.0,0.0,0,0.0,99.99
ROAD TRANSPORT AND HIGHWAYS,FROM KM -0.600 TO SECTOR 21),2507.0,,3030.73,1155.7,2018,2022.0,36.0,1.0,4.0,20.8907,1,0.208907,95.01
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY PKG-II,2067.67,,2160.0,1496.49,2018,2021.0,44.0,1.0,3.0,4.4654,1,0.044654,99.35
ROAD TRANSPORT AND HIGHWAYS,OF 6L UER II [PACKAGE - II] ROAD TILL NANGLOI ROAD) FROM INSTITUTE OF TELECO ),1894.96,,1894.96,741.88,2020,2023.0,21.0,1.0,3.0,0.0,0,0.0,94.65
URBAN DEVELOPMENT,PHASE-III,38585.0,43095.35,40180.91,40614.9,2011,2016.0,65.0,1.0,5.0,11.6894,1,0.116894,100.0
DPIIT,OF GPRA COLONY AT,2694.0,,2694.0,2247.61,2016,,,,,0.0,0,0.0,
DPIIT,OF GENERAL POOL COLONY AT SRINIWASPURI,1180.0,,1100.8,,2016,2021.0,35.0,1.0,5.0,0.0,0,0.0,
DPIIT,OF GPRA AT KASTURBA I,1128.0,,1128.0,709.96,2016,2022.0,27.0,1.0,6.0,0.0,0,0.0,66.0
DPIIT,PHASE IV THREE PRIORITY,24948.65,,24948.65,16065.03,2019,2025.0,12.0,1.0,6.0,0.0,0,0.0,65.67
DPIIT,"OF 184 MULTI STORIED MPS AT BKS MARG,",646.52,,646.52,489.53,2022,2024.0,6.0,1.0,2.0,0.0,0,0.0,93.0
DPIIT,OF GPRA AT NETAJI DELHI PACKAGE 2,1536.72,,1536.72,491.35,2016,2024.0,12.0,1.0,8.0,0.0,0,0.0,90.0
WATER RESOURCES,OF 564 MLD 124 MGD TREATMENT PLANT WITH OF BOD ? 10MG/L,665.78,,665.78,782.51,2017,2022.0,27.0,1.0,5.0,0.0,0,0.0,100.0
CIVIL AVIATION,OF EXISTING INTEGRATED AND ALLIED WORKS,255.69,255.69,255.69,119.89,2017,2021.0,47.0,1.0,4.0,0.0,0,0.0,85.0
DEPARTMENT OF HIGHER EDUCATION,"OF PERMANENT CAMPUS INSTITUTE OF GOA AT CUNCOLIM, GOA. )",303.9,,390.4,360.0,2019,2021.0,40.0,1.0,2.0,28.4633,1,0.284633,99.3
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE ELEVATED KM. 508.000 TO KM. APPROACHES ON N,641.46,,641.46,0.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
CIVIL AVIATION,AIRPORT AT GUJARAT,1405.0,,1405.0,1304.42,2018,2022.0,28.0,1.0,4.0,0.0,0,0.0,100.0
CIVIL AVIATION,"TERMINAL BUILDING, PTT, CAR PARK AT SURAT",353.25,,353.25,,2018,2021.0,49.0,1.0,3.0,0.0,0,0.0,
CIVIL AVIATION,"OF NEW GREENFIELD DHOLERA, AHMEDABAD",1305.0,1143.95,1143.95,604.5,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,57.0
COAL,POWER PROJECT PART OF HYBRID,383.84,,383.84,303.5,2022,2025.0,7.0,1.0,3.0,0.0,0,0.0,41.0
PETROLEUM,OF SANTHAL FIELD,1162.56,,1162.56,1156.83,2017,2026.0,0.0,0.0,9.0,0.0,0,0.0,94.1
PETROLEUM,OXO-ALCOHOL PROJECT AT,5251.0,5894.0,5894.0,4682.5,2019,2023.0,25.0,1.0,4.0,12.2453,1,0.122453,99.6
PETROLEUM,AND LUBE INTEGRATION GUJARAT REFINERY,18936.0,,18936.0,10871.57,2020,2024.0,16.0,1.0,4.0,0.0,0,0.0,81.9
PETROLEUM,OF SALAYA MATHURA SYSTEM,1614.0,,1614.0,1117.38,2020,2023.0,22.0,1.0,3.0,0.0,0,0.0,96.21
PETROLEUM,OF LINCH FIELD,631.03,860.04,860.04,399.66,2021,2025.0,4.0,1.0,4.0,36.2915,1,0.362915,75.8
PETROLEUM,OF SOBHASAN COMPLEX,885.63,1286.67,1286.67,584.23,2021,2026.0,0.0,0.0,5.0,45.283,1,0.45283,71.4
PETROLEUM,POLYMER FLOODING BECHRAJI FIELD,621.4,,621.4,137.69,2022,2024.0,12.0,1.0,2.0,0.0,0,0.0,21.4
PETROLEUM,OF NEW BITUMEN UNIT ALLIED FACILITIES AT,328.0,,328.0,97.01,2022,2024.0,20.0,1.0,2.0,0.0,0,0.0,47.4
PETROLEUM,"OF GAS TERMINAL, PHASE-I PLANT",249.43,,249.43,209.4,2022,2025.0,7.0,1.0,3.0,0.0,0,0.0,93.0
PETROLEUM,REPLACEMENT,173.03,,169.84,140.45,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,84.0
PETROLEUM,"OF SV STATIONS, GAS KRIBHCO TERMINAL",837.34,,837.34,183.33,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,45.1
POWER,PV PROJECT IN GUJARAT AND RADHANPUR),674.92,726.79,726.79,572.53,2021,2022.0,31.0,1.0,1.0,7.6854,1,0.076854,100.0
POWER,ENERGY PROJECT 150MW,937.8,,937.8,800.11,2021,2023.0,25.0,1.0,2.0,0.0,0,0.0,100.0
POWER,ENERGY PROJECT 200MW,1316.02,,1316.02,324.36,2022,2025.0,10.0,1.0,3.0,0.0,0,0.0,26.0
POWER,SOLAR PROJECT PARK),7179.54,,7179.54,5017.87,2022,2024.0,17.0,1.0,2.0,0.0,0,0.0,85.0
POWER,300MW,1442.6,,1442.6,793.56,2022,2024.0,24.0,1.0,2.0,0.0,0,0.0,2.0
POWER,OF KHAVDA POOLING IN KHAVDA RE PARK,922.3,,922.3,823.07,2023,2024.0,6.0,1.0,1.0,0.0,0,0.0,88.7
POWER,NETWORK EXPANSION IN WITH INTEGRATION FROM KHAVDA POT,815.12,,815.12,,2023,2025.0,3.0,1.0,2.0,0.0,0,0.0,
POWER,ESTABLISHMENT OF,966.79,,966.79,859.0,2023,2024.0,6.0,1.0,1.0,0.0,0,0.0,93.6
POWER,"B, GUJARAT- SCHEME FOR EVACUATION INJECTION AT KHAVDA",1167.55,,1167.55,950.0,2023,2025.0,6.0,1.0,2.0,0.0,0,0.0,86.1
POWER,"C, GUJARAT- SCHEME FOR EVACUATION INJECTION AT KHAVDA",2820.99,,2820.99,2418.0,2023,2025.0,6.0,1.0,2.0,0.0,0,0.0,76.5
POWER,OF POWER FROM ZONE IN KHAVDA AREA OF PH-IV PART E3,334.0,,334.0,33.54,2023,2025.0,1.0,1.0,2.0,0.0,0,0.0,18.0
POWER,OF ADDITIONAL 7GW KHAVDA RE PARK PART B [VATAMAN TRA,3752.0,,3752.0,1365.02,2023,2025.0,6.0,1.0,2.0,0.0,0,0.0,13.9
POWER,OF POWER FROM AREA UNDER PHASE-,679.0,,679.0,47.74,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,15.0
POWER,OF TRANSFORMATION JAM KHAMBHALIYA PS [GIS] JAM KHAMBHAL,329.0,,329.0,,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,DYNAMIC REACTIVE AT KHAVDA POOLING AND KHAVDA POOLING,501.0,,501.0,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,1.0
POWER,SYSTEM FOR EVACUATION POTENTIAL RENEWABLE IN KHAVDA AREA OF G,24819.0,,24819.0,1454.4,2024,2029.0,0.0,0.0,5.0,0.0,0,0.0,1.0
POWER,OF TRANSFORMATION KPS2 AND KPS2,466.0,,466.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,OF BANASKANTHA,172.0,,172.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
RAILWAYS,DOUBLING PROJECT 79,692.26,692.26,692.26,683.44,2017,2024.0,6.0,1.0,7.0,0.0,0,0.0,99.0
RAILWAYS,BAREJADI NANDEJ BYPASS).,961.67,961.67,961.67,103.14,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,16.0
RAILWAYS,BETWEEN GANDHIDHAM - Y CONNECTION AT ADIPUR DIRECT ENTRY TOWAR,152.44,152.44,152.44,,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,
RAILWAYS,ROAD,670.0,670.17,670.17,101.79,2023,2030.0,0.0,0.0,7.0,0.0254,1,0.000254,12.0
RAILWAYS,BETWEEN NALIYA-JAKHAU,410.46,410.46,410.46,5.89,2023,2028.0,0.0,0.0,5.0,0.0,0,0.0,2.0
RAILWAYS,INTERSECTION,437.21,,437.21,30.05,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,
RAILWAYS,ABU ROAD VIA AMBAJI NEW,2798.16,,2798.16,1063.09,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,12.0
ROAD TRANSPORT AND HIGHWAYS,OF KAGAVADAR - UNA NH-8E FROM KM 139.915 TO IN THE ST,723.64,,723.64,562.31,2016,2019.0,69.0,1.0,3.0,0.0,0,0.0,97.0
ROAD TRANSPORT AND HIGHWAYS,KODINAR TO VERAVAL NH-8E FROM KM 221.610 TO,829.97,,829.97,486.93,2016,2020.0,58.0,1.0,4.0,0.0,0,0.0,96.63
ROAD TRANSPORT AND HIGHWAYS,FROM KM. 401.200 TO 494.410 ANNUITY MODE VI)REG.,1251.11,1527.75,1527.75,685.11,2017,2020.0,58.0,1.0,3.0,22.1116,1,0.221116,90.41
ROAD TRANSPORT AND HIGHWAYS,OF EIGHT LANE EXPRESSWAY FROM KM,1161.39,1738.03,1404.0,683.24,2018,2021.0,45.0,1.0,3.0,49.6508,1,0.496508,83.0
ROAD TRANSPORT AND HIGHWAYS,OF MISSING LINKS IN LAKHPAT GADULI HAJIPIR DHOLAVIRA MAUVANA,400.76,394.44,394.44,287.04,2018,2020.0,46.0,1.0,2.0,0.0,0,0.0,87.0
ROAD TRANSPORT AND HIGHWAYS,OF ROB WITH IN LIEU OF L C NO 165 OF PALANPUR BETWEEN,166.21,,166.21,97.12,2020,2023.0,17.0,1.0,3.0,0.0,0,0.0,93.0
